년_월,국가,방문자 수,전년 동월 대비 성장률,동월 구성 비율 ,남자,여자,관광,사업,공무,유학,기타,20대 미만,20대,30대,40대,50대,60대 이상
19-10,Norway,1218,-7.517084282,0.073542065,825,364,1108,24,4,9,73,55,232,272,247,246,137
19-10,Sweden,2303,0.699606471,0.139053674,1336,902,2110,23,5,30,135,253,454,413,465,408,245
19-10,Poland,2326,8.742402992,0.1404424,989,643,1549,14,6,9,748,85,425,563,309,156,94
19-10,Swiss,2137,7.874810702,0.1290307,1285,803,1973,20,3,10,131,229,395,398,408,357,301
19-10,Portugal,1113,3.824626866,0.067202232,476,551,973,3,0,13,124,47,259,279,189,161,92
19-10,Austria,1461,13.25581395,0.08821425,889,446,1181,3,3,21,253,69,248,297,264,265,192
19-10,Finland,1473,10.66867017,0.088938802,624,485,1065,11,2,14,381,105,232,214,258,183,117
19-10,Belgium,1505,7.5768406,0.090870942,892,492,1281,17,3,23,181,69,346,304,243,223,199
19-10,Croatia,498,-28.34532374,0.030068923,233,57,273,2,2,0,221,5,60,91,69,45,20
19-10,Greece,1014,12.41685144,0.061224675,591,146,695,21,2,0,296,24,123,240,173,109,68
19-10,Bulgaria,655,12.15753425,0.039548483,244,163,394,2,3,1,255,14,70,84,98,77,64
19-10,Denmark,1802,21.51045179,0.108803613,1089,628,1559,12,5,39,187,213,393,257,343,337,174
19-10,Ireland,1394,50.21551724,0.084168833,901,427,1198,11,1,4,180,42,420,349,217,169,131
19-10,Europe others,4868,21.15480338,0.293926742,2193,1504,3434,73,32,28,1301,218,971,1006,788,432,282
19-10,Austrailia,16251,9.015898571,0.981225037,8068,7411,14247,90,37,13,1864,1575,2309,2859,2789,2582,3365
19-10,New Zealand,3728,15.31085679,0.225094267,1955,1626,3111,19,16,0,582,314,668,714,516,695,674
19-10,Oceania others,396,-22.04724409,0.023910228,160,108,234,0,26,0,136,14,56,78,53,46,21
19-10,South Africa,1175,12.33269598,0.070945752,569,397,771,9,16,0,379,28,307,255,174,128,74
19-10,Africa others,4927,10.61966771,0.297489124,2878,798,2162,1050,113,65,1537,148,882,1224,857,456,109
19-10,Stateless,40,-36.50793651,0.002415175,21,10,25,2,0,0,13,0,4,7,10,6,4
19-10,Overseas Korean,17939,-26.83334693,1.083145403,7381,10558,0,0,0,0,17939,229,1214,1666,3292,5467,6071
19-11,China,505369,25.01212103,34.69918547,183200,310161,426849,4020,545,12822,61133,14962,148112,144075,67501,62593,56118
19-11,Japan,258522,-13.81968011,17.75040184,88718,167326,251663,1876,187,813,3983,23199,75891,42231,45536,40711,28476
19-11,Taiwan,102241,15.9655192,7.019978317,30560,70670,100595,89,11,225,1321,6867,23690,26577,18511,14527,11058
19-11,Hong Kong,58600,8.942182562,4.023539767,17997,39860,57442,76,5,208,869,2501,12518,11278,10299,12493,8768
19-11,Macao,4896,21.12815438,0.336164688,1330,3566,4871,1,0,13,11,136,1457,1369,704,768,462
19-11,Phillipines,41739,-6.005945143,2.86584516,12686,15764,26966,172,203,59,14339,2470,8292,7594,4754,3310,2030
19-11,Indonesia,23760,-1.720714758,1.631387455,8548,11035,18189,142,407,109,4913,1737,5505,4939,3552,2528,1322
19-11,Thailand,49998,6.421744961,3.432917087,14185,30178,43160,46,404,94,6294,3333,13551,12452,7063,5044,2920
19-11,Vietnam,43190,6.45534988,2.965472399,16549,21552,31444,1334,632,3116,6664,4109,10903,10495,5786,4611,2197
19-11,India,12184,18.90309359,0.836566698,7083,1465,4149,3386,115,100,4434,358,2215,3108,1868,727,272
19-11,Malaysia,49282,7.814482608,3.383755748,18196,28885,46613,124,8,70,2467,8438,10922,10514,8045,5645,3517
19-11,Singapore,27546,6.023632655,1.891338335,11214,15007,25865,162,6,88,1425,5672,4139,4785,5586,3538,2501
19-11,Mongolia,10519,11.14750634,0.722245987,4820,5672,9020,73,425,408,593,1001,1773,3390,2554,1302,472
19-11,Uzbekistan,7176,0.476057127,0.492711969,5018,1576,3384,709,1,295,2787,363,1956,2418,1233,397,227
19-11,Myanmar,5660,6.671692424,0.388621759,2211,646,1752,15,180,39,3674,111,1048,943,459,213,83
19-11,*GCC,2575,29.65760322,0.176802302,1712,825,2404,25,12,65,69,237,801,755,382,261,101
19-11,Kazakhstan,3697,4.494064443,0.253840043,1552,1871,2541,8,5,37,1106,332,1005,879,559,362,286
19-11,Turkey,2881,33.50324374,0.197812595,1278,544,1664,15,56,32,1114,81,431,590,438,203,79
19-11,Cambodia,3555,44.2775974,0.244090168,2036,1519,2357,46,334,24,794,414,1162,1100,428,254,197
19-11,Sri Lanka,1070,2.392344498,0.073467364,764,107,308,73,1,6,682,22,280,355,120,66,28
19-11,Bangladesh,1286,1.25984252,0.088298159,898,114,270,163,112,66,675,66,319,359,169,75,24
19-11,Pakistan,1011,-0.39408867,0.06941636,819,117,361,224,23,79,324,39,243,358,185,90,21
19-11,Israel,1427,16.11065907,0.097979373,966,441,1369,7,2,3,46,29,161,267,321,209,420
19-11,Iran,402,75.54585153,0.027601757,272,107,279,49,4,26,44,61,80,122,54,48,14
19-11,Asia others,6576,11.6089613,0.451515316,4412,1720,3023,527,369,82,2575,364,2221,1965,945,470,167
19-11,USA,82238,5.601212183,5.64655057,43218,33919,65116,349,2519,402,13852,7004,12397,14887,13745,15136,13968
19-11,Canada,16862,10.89773101,1.157763269,8158,7626,13236,45,30,59,3492,801,2878,3051,2355,3138,3561
19-11,Brazil,1916,20.20075282,0.131554645,957,659,1504,16,12,13,371,106,420,476,302,162,150
19-11,Mexico,2408,12.20876048,0.1653359,1068,904,1835,5,7,84,477,96,571,594,310,237,164
19-11,America others,3282,11.70864534,0.225345691,1637,1188,2640,5,40,61,536,147,785,833,495,311,254
19-11,Russia,26708,14.23438837,1.833800343,11294,10636,19717,199,37,87,6668,2163,5314,5821,4170,2889,1573
19-11,UK,11542,14.65183272,0.79248628,7034,3748,9931,123,15,40,1433,412,2183,2293,1946,2143,1805
19-11,Germany,9819,3.816874604,0.674183225,6689,2246,7750,227,38,391,1413,374,1905,2079,1945,1876,756
19-11,France,8111,5.777256129,0.556910086,4828,2653,6369,225,55,490,972,630,2100,1685,1451,1082,533
19-11,Italy,4422,1.889400922,0.303619332,2872,994,3547,80,17,103,675,94,724,985,1104,690,269
19-11,Netherland,3188,2.607016415,0.218891549,1872,815,2339,26,9,184,630,142,720,499,525,582,219
19-11,Ukraine,2146,-9.604043808,0.147346695,678,311,712,91,3,11,1329,46,288,331,180,114,30
19-11,Spain,2610,5.241935484,0.17920544,1605,857,2211,26,14,121,238,91,627,702,569,331,142
19-11,Romania,1040,12.92073833,0.071407532,457,193,607,5,6,4,418,10,130,242,162,81,25
19-11,Norway,837,-23.28139322,0.057469331,576,233,656,27,2,29,123,20,164,163,199,167,96
19-11,Sweden,1600,3.492884864,0.109857741,995,553,1354,26,7,93,120,73,429,286,316,291,153
19-11,Poland,2019,5.541035024,0.138626737,935,489,1333,10,1,28,647,75,402,490,302,113,42
19-11,Swiss,1172,-1.677852349,0.080470795,787,342,1037,23,1,40,71,35,289,223,183,260,139
19-11,Portugal,976,16.74641148,0.067013222,477,419,853,5,0,15,103,47,204,233,192,141,79
19-11,Austria,1113,8.69140625,0.076419791,734,252,902,7,6,30,168,30,193,216,244,191,112
19-11,Finland,1206,10.23765996,0.082805272,573,293,801,8,1,48,348,19,193,181,203,181,89
19-11,Belgium,1205,19.66236346,0.082736611,776,323,941,24,3,76,161,49,317,210,220,212,91
19-11,Croatia,543,14.55696203,0.037282971,249,61,294,7,1,5,236,6,74,74,87,52,17
19-11,Greece,891,15.11627907,0.06117703,528,109,609,16,3,0,263,10,121,197,159,96,54
19-11,Bulgaria,471,1.072961373,0.032339373,201,96,275,4,5,3,184,26,73,73,64,42,19
19-11,Denmark,1120,23.21232123,0.076900419,727,320,907,11,11,59,132,63,314,150,224,195,101
19-11,Ireland,768,10.66282421,0.052731716,494,218,632,4,2,4,126,27,206,163,150,105,61
19-11,Europe others,4053,25.09259259,0.27828339,1953,1158,2799,50,27,58,1119,121,847,865,669,366,243
19-11,Austrailia,13346,13.96123303,0.916350883,6666,6141,11750,89,59,36,1412,1590,2478,2250,2236,2008,2245
19-11,New Zealand,3365,18.48591549,0.231044562,1744,1457,2765,23,8,5,564,418,738,590,480,495,480
19-11,Oceania others,285,-53.95799677,0.01956841,147,92,207,1,14,3,60,33,47,64,47,34,14
19-11,South Africa,698,-0.285714286,0.04792544,337,214,440,4,3,1,250,16,166,135,118,82,34
19-11,Africa others,4043,28.88109659,0.27759678,2456,732,1873,903,112,106,1049,178,830,972,671,407,130
19-11,Stateless,31,-56.94444444,0.002128494,19,9,23,2,0,0,6,1,6,4,6,8,3
19-11,Overseas Korean,15233,-25.532851,1.045914356,6299,8934,0,0,0,0,15233,286,1193,1593,2978,4458,4725
19-12,China,508877,22.24421602,34.92904053,179833,315451,433577,3951,682,13284,57383,16888,145040,155791,64790,56601,56174
19-12,Japan,255356,-1.224271916,17.52749697,89354,163795,248793,1738,166,769,3890,25870,75859,40795,45699,40105,24821
19-12,Taiwan,90379,3.517432538,6.203565408,28975,60622,88881,79,13,267,1139,7666,22938,25056,17000,10105,6832
19-12,Hong Kong,71751,20.49675881,4.924949619,26567,44454,70638,49,3,185,876,13151,15659,13034,13711,9852,5614
19-12,Macao,8342,22.26293419,0.572590343,2860,5481,8316,2,0,9,15,1967,1791,2070,1231,748,534
19-12,Phillipines,43281,1.479484174,2.970784302,14717,15378,28484,117,106,69,14505,5124,7024,7031,5705,3374,1837
19-12,Indonesia,29716,13.90241098,2.039690079,12334,12831,23216,126,216,117,6041,6299,5493,4864,4557,2561,1391
19-12,Thailand,55850,3.376152223,3.833513626,17538,33203,49231,53,224,119,6223,6044,14523,13405,8512,5058,3199
19-12,Vietnam,30721,2.938614127,2.108672733,11675,13905,18158,1136,295,4005,7127,3989,8399,6785,3316,2070,1021
19-12,India,10208,20.9478673,0.700671568,5616,1226,3697,2183,88,100,4140,299,1637,2393,1471,740,302
19-12,Malaysia,57764,3.77077158,3.964889545,23790,32014,55329,119,3,89,2224,16179,9050,9494,11490,6354,3237
19-12,Singapore,42216,4.327196343,2.897683281,18570,22452,40707,112,13,76,1308,12032,7147,5434,8774,5054,2581
19-12,Mongolia,10042,22.43355279,0.689277419,4492,5519,8531,65,299,535,612,1667,1540,2756,2285,1192,571
19-12,Uzbekistan,5461,-0.943225104,0.37484007,3725,1262,2341,532,7,252,2329,288,1461,1669,996,376,197
19-12,Myanmar,6900,25.6372906,0.473612247,2972,591,1964,8,40,70,4818,128,1496,1273,424,185,57
19-12,*GCC,2459,4.150783566,0.168784423,1369,1059,2293,34,17,43,72,516,605,639,366,217,85
19-12,Kazakhstan,3388,9.044093981,0.232550477,1352,1726,2415,8,2,57,906,459,844,683,558,314,220
19-12,Turkey,2505,31.28930818,0.171941838,1123,326,1322,13,37,26,1107,40,367,515,329,165,33
19-12,Cambodia,3822,41.87082405,0.262340001,2309,1463,1796,37,73,36,1880,442,1817,979,257,165,112
19-12,Sri Lanka,1313,21.57407407,0.090123606,1063,76,211,47,2,7,1046,14,482,451,143,33,16
19-12,Bangladesh,1597,31.33223684,0.109617211,1224,119,289,148,94,52,1014,45,478,483,209,100,28
19-12,Pakistan,1159,21.61594963,0.07955313,974,123,404,166,20,81,488,39,276,405,208,117,52
19-12,Israel,839,-4.767309875,0.057588504,604,232,788,9,2,5,35,44,108,162,196,137,189
19-12,Iran,253,18.22429907,0.017365782,155,78,114,69,5,20,45,7,37,89,44,35,21
19-12,Asia others,6468,6.627101879,0.443960002,4017,2034,3273,390,142,211,2452,740,2171,1739,783,413,205
19-12,USA,77387,8.960477592,5.311801594,40446,32327,58743,365,3436,355,14488,10421,15399,13676,11967,12336,8974
19-12,Canada,15292,8.584818576,1.049634564,7318,6977,11377,38,30,49,3798,1670,3255,2910,2182,2367,1911
19-12,Brazil,1933,36.70438472,0.132680069,858,809,1561,13,8,22,329,234,503,437,294,131,68
19-12,Mexico,2382,28.13340506,0.163499185,1007,943,1852,6,1,62,461,224,652,458,257,236,123
19-12,America others,2490,17.67485822,0.170912246,1111,1048,1969,9,28,49,435,247,644,627,326,206,109
19-12,Russia,26570,15.48157163,1.82375035,10830,10272,18951,172,22,107,7318,2625,4401,5775,4011,2773,1517
19-12,UK,8735,12.17413638,0.59956565,5162,2981,7356,103,16,47,1213,758,1713,1825,1563,1365,919
19-12,Germany,7304,10.09948749,0.501342588,4455,2031,5714,139,21,265,1165,532,1570,1503,1131,1303,447
19-12,France,6752,16.13347093,0.463453608,3874,2328,5202,203,34,426,887,580,1898,1359,1126,885,354
19-12,Italy,3084,18.47867845,0.211684083,1784,698,2299,52,9,39,685,155,479,615,642,408,183
19-12,Netherland,2459,6.45021645,0.168784423,1365,647,1802,23,8,100,526,210,564,328,380,376,154
19-12,Ukraine,2180,18.0292366,0.149634014,600,290,600,60,3,8,1509,56,277,234,172,108,43
19-12,Spain,1733,17.41192412,0.118952178,1011,582,1425,12,17,68,211,116,412,449,310,217,89
19-12,Romania,774,8.707865169,0.053126939,241,128,349,8,1,3,413,18,70,135,74,61,11
19-12,Norway,663,-11.00671141,0.045507959,434,213,557,22,1,30,53,61,174,116,126,114,56
19-12,Sweden,1290,6.965174129,0.088544898,789,454,1105,18,9,62,96,105,370,236,233,210,89
19-12,Poland,1407,8.900928793,0.096575715,548,322,789,12,0,21,585,67,244,270,184,66,39
19-12,Swiss,1014,22.02166065,0.069600409,656,316,896,14,4,18,82,110,284,180,151,175,72
19-12,Portugal,1003,6.929637527,0.068845375,421,510,901,2,0,13,87,120,212,215,201,112,71
19-12,Austria,781,25.3611557,0.053607415,457,213,611,2,2,26,140,33,205,165,123,108,36
19-12,Finland,1065,-1.388888889,0.073101021,445,296,697,7,0,28,333,66,231,162,127,114,41
19-12,Belgium,754,-1.566579634,0.05175415,474,198,570,11,3,29,141,44,185,147,140,120,36
19-12,Croatia,381,-16.44736842,0.026151633,159,29,181,3,1,1,195,6,34,58,45,29,16
19-12,Greece,754,15.46707504,0.05175415,434,81,476,18,0,1,259,12,91,157,122,82,51
19-12,Bulgaria,442,23.46368715,0.03033864,130,57,173,1,3,4,261,6,40,35,57,34,15
19-12,Denmark,782,16.36904762,0.053676055,478,241,583,11,5,25,158,66,190,109,155,151,48
19-12,Ireland,645,25.48638132,0.044272449,421,187,487,7,3,2,146,43,113,160,142,106,44
19-12,Europe others,2941,17.45207668,0.201868641,1168,822,1802,34,13,51,1041,147,599,540,354,227,123
19-12,Austrailia,19289,12.31512752,1.32398647,9626,9348,17818,67,25,42,1337,4767,4100,2985,3432,2413,1277
19-12,New Zealand,4355,27.4882904,0.298924832,2203,1894,3595,14,10,3,733,850,1004,750,575,581,337
19-12,Oceania others,252,-35.05154639,0.017297143,89,79,154,2,4,0,92,14,46,33,31,30,14
19-12,South Africa,922,8.089097304,0.063285579,422,396,665,3,0,3,251,60,305,200,88,119,46
19-12,Africa others,3078,13.74722838,0.211272246,1814,548,1273,644,66,93,1002,100,687,758,492,235,90
19-12,Stateless,47,-38.96103896,0.003226054,18,19,36,1,0,0,10,3,6,8,7,8,5
19-12,Overseas Korean,5281,-71.96623845,0.362484968,2145,3136,0,0,0,0,5281,88,370,554,1010,1589,1670
20-01,China,481681,22.62317535,37.8469374,179530,289862,393336,2813,99,10433,75000,43778,125168,147332,60428,47771,44915
20-01,Japan,203969,-1.238100772,16.0263784,71921,129621,194840,2804,141,1035,5149,14045,63536,35205,35559,32903,20294
20-01,Taiwan,110354,25.4678582,8.670802729,41404,68152,108623,95,20,285,1331,21543,21735,21010,24151,13315,7802
20-01,Hong Kong,66962,86.54446178,5.261379672,26637,39589,65837,51,8,171,895,11733,14075,10513,13418,10302,6185
20-01,Macao,5347,108.0544747,0.420127791,2038,3309,5312,4,0,14,17,1095,1242,1182,858,529,441
20-01,Phillipines,30702,0.751484921,2.41233653,10881,8348,15002,155,169,211,15165,1423,4597,6498,3627,2042,1042
20-01,Indonesia,19443,3.189682624,1.527687419,7728,8646,14336,98,46,231,4732,2430,4406,3971,3003,1811,753
20-01,Thailand,38466,-6.938597765,3.022374339,11949,21142,31232,44,110,126,6954,2957,8331,9914,5976,3527,2386
20-01,Vietnam,30232,49.78942675,2.375407399,11277,13072,18058,747,54,3122,8251,4366,7083,6261,3730,1955,954
20-01,India,9249,6.66589782,0.726718147,4807,928,2391,2094,56,166,4542,274,1309,2303,1244,458,147
20-01,Malaysia,27549,24.85384092,2.164597064,11058,14158,24541,101,1,139,2767,4022,6942,5627,3733,3177,1715
20-01,Singapore,10738,8.959918823,0.843712776,4454,4993,9157,80,7,54,1440,773,2202,2279,1820,1454,919
20-01,Mongolia,12323,25.93765968,0.968250376,5890,6408,10081,83,359,840,960,1487,2045,3962,2899,1373,532
20-01,Uzbekistan,6135,6.621480709,0.482043014,4095,1556,2025,474,7,625,3004,171,1733,2050,1058,413,226
20-01,Myanmar,5654,6.901115523,0.444249584,2675,300,1273,9,47,98,4227,20,1158,1264,397,121,15
20-01,*GCC,2158,21.50900901,0.16955971,1154,962,1812,51,5,111,179,426,583,534,299,176,98
20-01,Kazakhstan,4325,21.01287073,0.339826575,1875,2169,2815,21,5,130,1354,451,1208,986,699,418,282
20-01,Turkey,2208,23.69747899,0.173488341,786,298,952,20,8,33,1195,68,303,334,248,98,33
20-01,Cambodia,4257,57.95918367,0.334483636,2487,1604,2302,35,151,53,1716,411,1485,1360,389,251,195
20-01,Sri Lanka,1377,6.993006993,0.108194496,1076,76,119,26,2,27,1203,11,398,566,158,12,7
20-01,Bangladesh,1299,4.170008019,0.102065831,966,124,189,110,19,95,886,63,344,488,148,34,13
20-01,Pakistan,1014,-1.744186047,0.079672635,842,126,229,166,23,181,415,54,298,374,141,80,21
20-01,Israel,803,-0.248447205,0.063093813,564,223,723,13,2,5,60,59,109,154,194,111,160
20-01,Iran,176,-4.347826087,0.013828781,106,50,57,44,1,20,54,6,22,69,35,18,6
20-01,Asia others,4808,5.577514273,0.377777149,3237,1129,1566,352,80,290,2520,219,1702,1552,562,230,101
20-01,USA,67255,7.201491943,5.28440145,33394,27487,43866,495,3712,286,18896,6319,11594,12089,9910,11312,9657
20-01,Canada,13809,10.82664526,1.085009287,6308,6070,8793,52,33,41,4890,1175,2289,2745,2010,2280,1879
20-01,Brazil,1801,12.21183801,0.141509286,776,716,1310,15,13,35,428,210,453,396,245,121,67
20-01,Mexico,2113,14.03130059,0.166023943,905,706,1478,7,15,65,548,142,512,449,241,175,92
20-01,America others,2514,10.94439541,0.197531563,1062,1136,1890,11,45,116,452,215,706,681,302,199,95
20-01,Russia,28891,14.67412876,2.270041518,11816,12155,20746,192,42,139,7772,3211,4978,6418,4629,3010,1725
20-01,UK,9117,-10.15963737,0.716346562,5166,3279,6811,186,22,72,2026,710,1865,1906,1469,1467,1028
20-01,Germany,6617,-3.401459854,0.519915016,3985,1671,4648,239,34,205,1491,425,1162,1301,1071,1189,508
20-01,France,5982,7.319698601,0.470021403,3284,2061,3951,303,53,392,1283,472,1703,1160,974,722,314
20-01,Italy,2880,5.455876968,0.226289141,1681,714,2006,138,26,55,655,138,412,615,615,431,184
20-01,Netherland,2556,12.64874394,0.200831613,1269,530,1560,30,9,69,888,123,441,367,339,346,183
20-01,Ukraine,1955,-13.57206012,0.153609469,573,219,493,78,8,33,1343,30,260,253,135,78,36
20-01,Spain,1560,14.03508772,0.122573285,899,504,1121,42,26,65,306,100,357,395,335,138,78
20-01,Romania,856,-1.834862385,0.067258161,313,115,372,17,7,10,450,10,84,152,88,73,21
20-01,Norway,543,-32.20973783,0.042664932,379,147,437,29,6,23,48,23,115,116,84,119,69
20-01,Sweden,847,-13.74745418,0.066551008,536,281,696,33,5,12,101,62,182,199,155,136,83
20-01,Poland,1558,17.67371601,0.122416139,579,248,734,18,4,23,779,45,183,275,199,84,41
20-01,Swiss,762,2.008032129,0.059872335,467,257,614,25,4,20,99,48,216,136,107,134,83
20-01,Portugal,720,27.65957447,0.056572285,302,349,614,5,0,10,91,70,168,129,141,79,64
20-01,Austria,690,-11.08247423,0.054215107,403,151,457,13,3,15,202,29,117,149,96,104,59
20-01,Finland,885,3.02677532,0.069536767,339,171,465,11,1,20,388,35,123,89,120,102,41
20-01,Belgium,722,1.833568406,0.05672943,429,171,471,27,3,23,198,52,168,123,102,103,52
20-01,Croatia,467,-4.887983707,0.036693413,213,39,223,6,3,2,233,22,37,60,67,46,20
20-01,Greece,623,-19.61290323,0.048950741,405,47,379,37,8,0,199,11,60,130,124,71,56
20-01,Bulgaria,351,-18.56148492,0.027578989,111,52,132,4,2,13,200,4,47,25,39,31,17
20-01,Denmark,665,-11.45139814,0.052250791,430,156,484,19,18,15,129,39,132,109,131,122,53
20-01,Ireland,715,20.16806723,0.056179422,433,213,471,10,3,6,225,20,176,203,119,86,42
20-01,Europe others,3219,8.566610455,0.252925259,1272,905,1925,19,14,82,1179,198,548,578,405,290,158
20-01,Austrailia,14039,-1.722086104,1.10308099,6937,6651,12320,86,19,26,1588,2707,3496,2006,2318,1943,1118
20-01,New Zealand,3553,30.3853211,0.279168513,1642,1521,2638,10,15,7,883,572,698,611,524,470,288
20-01,Oceania others,163,-73.45276873,0.012807337,60,43,88,0,4,1,70,6,30,30,16,18,3
20-01,South Africa,1272,27.2,0.099944371,505,625,509,10,3,7,743,41,467,386,108,75,53
20-01,Africa others,2926,8.773234201,0.229903481,1496,510,944,492,68,209,1213,97,535,721,413,182,58
20-01,Stateless,61,12.96296296,0.00479293,35,10,43,0,0,1,17,2,5,12,10,10,6
20-01,Overseas Korean,8792,-43.37240757,0.690810461,3680,5112,0,0,0,0,8792,162,598,885,1640,2740,2767
20-02,China,104086,-77.04216561,15.19033525,52686,48043,49520,715,11,20753,33087,2582,33029,27649,17366,13778,6325
20-02,Japan,211199,-0.938555347,30.8224316,67646,141475,205007,1162,64,1536,3430,15024,85449,29946,29557,30572,18573
20-02,Taiwan,53042,-43.90592117,7.740961921,18859,33722,51881,52,11,393,705,9839,13044,10732,11187,5148,2631
20-02,Hong Kong,20966,-59.14016215,3.059782958,7812,12946,20369,24,2,284,287,1476,6086,4676,3231,3171,2118
20-02,Macao,503,-87.31719617,0.073407938,184,317,476,0,0,22,5,44,210,125,52,36,34
20-02,Phillipines,20332,-30.59329556,2.967256849,8351,5958,12730,69,89,177,7267,771,3503,4664,2892,1646,833
20-02,Indonesia,15800,-12.77946453,2.305855706,5554,8073,12155,47,80,374,3144,1166,2855,4526,3021,1426,633
20-02,Thailand,31777,-18.97756247,4.637542833,10436,16741,25382,32,200,185,5978,1460,7254,8932,4922,2811,1798
20-02,Vietnam,30313,-28.13589057,4.42388633,15353,11134,9197,626,49,9647,10794,991,13249,7540,2257,1786,664
20-02,India,5839,-29.72680226,0.85214503,3483,586,2061,972,19,284,2503,124,1085,1628,812,307,113
20-02,Malaysia,18541,-32.53893174,2.705877889,6671,9624,15459,68,8,430,2576,1969,5567,3909,2078,1846,926
20-02,Singapore,5909,-39.65482026,0.862360846,2297,2549,4592,49,3,132,1133,260,1349,1419,853,639,326
20-02,Mongolia,6399,-30.26373147,0.933871561,3098,3267,5210,42,264,427,456,690,975,2011,1467,817,405
20-02,Uzbekistan,6888,-3.65086026,1.005236336,4845,1566,2074,700,0,1141,2973,190,2149,2162,1194,452,264
20-02,Myanmar,4319,-19.52673747,0.630315873,2688,272,1271,7,19,186,2836,33,1156,1230,377,133,31
20-02,*GCC,789,-46.61705007,0.115146845,539,214,610,35,3,78,63,67,190,244,144,67,41
20-02,Kazakhstan,3204,-15.10333863,0.467592512,1437,1468,1773,13,2,171,1245,225,954,751,482,291,202
20-02,Turkey,1784,1.076487252,0.260357378,478,202,520,11,8,98,1147,13,223,198,160,69,17
20-02,Cambodia,2568,-30.87483176,0.374774522,1714,774,754,22,104,124,1564,89,1114,914,212,95,64
20-02,Sri Lanka,1088,-28.23218997,0.158782975,912,55,146,26,0,37,879,8,307,492,131,20,9
20-02,Bangladesh,996,-39.85507246,0.145356474,851,103,115,85,25,149,622,34,340,427,116,29,8
20-02,Pakistan,1037,-27.93606671,0.151340023,873,113,221,150,22,236,408,52,291,399,146,76,22
20-02,Israel,352,-53.74507227,0.051370963,250,102,329,4,1,8,10,5,68,63,59,54,103
20-02,Iran,160,-51.36778116,0.023350438,79,70,35,25,1,56,43,4,50,57,25,11,2
20-02,Asia others,4558,-11.49514563,0.665195589,3175,955,1409,446,63,316,2324,183,1529,1546,525,229,118
20-02,USA,42439,-26.48964179,6.193557614,20570,16333,26407,219,2200,848,12765,2775,7354,7713,5894,6807,6360
20-02,Canada,9046,-33.24477898,1.320175362,4119,3687,5834,16,22,109,3065,515,1673,1781,1171,1426,1240
20-02,Brazil,1188,-12.25997046,0.173376999,461,452,769,6,3,71,339,57,370,222,143,67,54
20-02,Mexico,1543,7.526132404,0.225185782,533,507,878,1,4,135,525,57,381,277,127,122,76
20-02,America others,2601,12.694974,0.37959055,1123,1103,1893,4,24,217,463,159,800,559,275,247,186
20-02,Russia,22157,10.77946103,3.233597777,9417,8592,15487,155,10,288,6217,1428,4588,5040,3314,2336,1303
20-02,UK,5566,-29.32960894,0.812303346,3207,1752,3936,68,15,123,1424,161,1288,1105,753,797,855
20-02,Germany,5599,-18.45324789,0.817119373,3085,1516,3725,133,19,491,1231,226,1416,982,746,843,388
20-02,France,5120,-12.17838765,0.747214001,2654,1956,3355,123,27,907,708,302,1951,846,638,595,278
20-02,Italy,1718,-27.93624161,0.250725323,871,351,1045,38,4,77,554,27,309,273,254,243,116
20-02,Netherland,2067,-12.30377599,0.301658465,919,404,1076,16,2,158,815,64,413,228,212,252,154
20-02,Ukraine,1618,-22.21153846,0.2361313,768,192,653,80,3,52,830,41,251,306,200,110,52
20-02,Spain,1068,-22.21412964,0.155864171,575,359,750,4,8,111,195,23,327,235,180,104,65
20-02,Romania,471,-38.91050584,0.06873785,191,68,228,5,1,18,219,1,52,104,52,44,6
20-02,Norway,441,-23.57019064,0.064359643,278,149,354,10,0,54,23,27,146,72,52,78,52
20-02,Sweden,650,-29.88133765,0.094861152,372,246,491,14,2,83,60,31,225,107,102,101,52
20-02,Poland,1206,-4.739336493,0.176003923,406,247,559,12,0,52,583,33,202,178,125,80,35
20-02,Swiss,566,-35.4618016,0.082602173,343,178,432,11,2,62,59,17,207,82,79,78,58
20-02,Portugal,299,-55.37313433,0.04363613,132,110,206,3,0,18,72,9,77,65,40,32,19
20-02,Austria,668,-10.45576408,0.097488077,377,187,497,4,2,39,126,11,192,118,93,74,76
20-02,Finland,780,-16.39871383,0.113833383,265,205,354,6,0,97,323,25,190,72,75,72,36
20-02,Belgium,547,-16.36085627,0.079829308,301,130,343,8,3,35,158,22,131,86,71,82,39
20-02,Croatia,286,-36.01789709,0.041738907,158,29,162,4,0,9,111,4,37,58,47,25,16
20-02,Greece,663,9.225700165,0.096758376,432,55,463,14,0,4,182,2,86,165,109,73,52
20-02,Bulgaria,218,-33.12883436,0.031814971,121,19,126,0,2,6,84,1,20,40,40,27,12
20-02,Denmark,640,-7.780979827,0.09340175,391,211,500,7,5,54,74,45,215,71,102,113,56
20-02,Ireland,465,-24.14355628,0.067862209,268,124,265,7,0,12,181,6,113,126,75,43,29
20-02,Europe others,2432,-9.050112191,0.35492665,952,694,1372,26,12,161,861,106,497,440,279,180,144
20-02,Austrailia,6857,-17.69295403,1.000712188,3622,2853,5689,44,15,82,1027,469,2280,1253,997,878,598
20-02,New Zealand,1912,2.630166398,0.279037728,932,663,1288,5,4,5,610,110,453,349,235,273,175
20-02,Oceania others,123,-71.26168224,0.017950649,64,32,76,4,3,5,35,4,21,28,15,14,14
20-02,South Africa,1004,-15.70109152,0.146523995,374,513,328,7,1,6,662,13,403,282,85,59,45
